test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_012083	XLOC_012083	RNF213	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	OK	2.06	2.86976	0.478286	0.226295	0.53075	0.999565	no
XLOC_012084	XLOC_012084	RNF213	chr17:78234609-78412000	hepg2_hr2	hepg2_hr3	OK	0.618304	1.02966	0.735777	0.122086	0.7825	0.999565	no
XLOC_012085	XLOC_012085	NPTX1	chr17:78440632-78450404	hepg2_hr2	hepg2_hr3	NOTEST	0.0485775	0.107252	1.14265	0	1	1	no
XLOC_012086	XLOC_012086	FLJ90757	chr17:79002932-79008519	hepg2_hr2	hepg2_hr3	OK	1.21884	1.09252	-0.157854	-0.585614	0.5599	0.999565	no
XLOC_012087	XLOC_012087	AATK	chr17:79008944-79196911	hepg2_hr2	hepg2_hr3	OK	2.0316	1.88144	-0.110781	-0.171976	0.8348	0.999565	no
XLOC_012088	XLOC_012088	MIR657	chr17:79008944-79196911	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012089	XLOC_012089	MIR338	chr17:79008944-79196911	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012090	XLOC_012090	AZI1	chr17:79008944-79196911	hepg2_hr2	hepg2_hr3	OK	6.6726	6.53705	-0.02961	-0.0995705	0.9189	0.999565	no
XLOC_012091	XLOC_012091	C17orf56	chr17:79202010-79215098	hepg2_hr2	hepg2_hr3	OK	7.70166	7.62722	-0.0140115	-0.0401137	0.9672	0.999565	no
XLOC_012092	XLOC_012092	SLC38A10	chr17:79218036-79269776	hepg2_hr2	hepg2_hr3	OK	27.2008	25.307	-0.10411	-0.51328	0.60505	0.999565	no
XLOC_012093	XLOC_012093	C17orf55	chr17:79276623-79283255	hepg2_hr2	hepg2_hr3	OK	0.373135	0.457369	0.293661	0.773716	0.4282	0.999565	no
XLOC_012094	XLOC_012094	TMEM105	chr17:79285071-79304541	hepg2_hr2	hepg2_hr3	NOTEST	0.329182	0.215977	-0.608006	0	1	1	no
XLOC_012095	XLOC_012095	-	chr17:79358577-79361077	hepg2_hr2	hepg2_hr3	NOTEST	0.0551218	0	-inf	0	1	1	no
XLOC_012096	XLOC_012096	-	chr17:79361669-79367884	hepg2_hr2	hepg2_hr3	OK	0.890997	0.95643	0.102238	0.378879	0.7015	0.999565	no
XLOC_012097	XLOC_012097	MIR3186	chr17:79369265-79433386	hepg2_hr2	hepg2_hr3	OK	0	630.136	inf	-nan	0.2379	0.999565	no
XLOC_012098	XLOC_012098	ACTG1	chr17:79476992-79479892	hepg2_hr2	hepg2_hr3	OK	891.877	878.171	-0.0223429	-0.117053	0.9028	0.999565	no
XLOC_012099	XLOC_012099	C17orf70	chr17:79485672-79521184	hepg2_hr2	hepg2_hr3	OK	8.87468	9.20038	0.0519973	0.24484	0.8027	0.999565	no
XLOC_012100	XLOC_012100	NPLOC4	chr17:79522667-79604185	hepg2_hr2	hepg2_hr3	OK	33.4603	32.7021	-0.0330683	-0.169099	0.86295	0.999565	no
XLOC_012101	XLOC_012101	PDE6G	chr17:79617488-79623607	hepg2_hr2	hepg2_hr3	OK	1.24908	0.565839	-1.1424	-1.98154	0.0527	0.999565	no
XLOC_012102	XLOC_012102	C17orf90	chr17:79631881-79633751	hepg2_hr2	hepg2_hr3	OK	13.6702	16.4241	0.264786	1.06699	0.2763	0.999565	no
XLOC_012103	XLOC_012103	ARL16	chr17:79648196-79691515	hepg2_hr2	hepg2_hr3	OK	10.7595	11.5479	0.10202	0.0996422	0.929	0.999565	no
XLOC_012104	XLOC_012104	DYSFIP1,FAM195B	chr17:79780288-79792926	hepg2_hr2	hepg2_hr3	OK	37.5404	35.0047	-0.100894	-0.488372	0.6159	0.999565	no
XLOC_012105	XLOC_012105	P4HB	chr17:79794816-79818544	hepg2_hr2	hepg2_hr3	OK	461.663	459.341	-0.00727334	-0.0381948	0.9682	0.999565	no
XLOC_012106	XLOC_012106	ARHGDIA	chr17:79825553-79829282	hepg2_hr2	hepg2_hr3	OK	73.3554	70.0948	-0.0655956	-0.335113	0.72845	0.999565	no
XLOC_012107	XLOC_012107	THOC4	chr17:79836304-79869340	hepg2_hr2	hepg2_hr3	OK	90.1392	85.6907	-0.0730165	-0.188059	0.8501	0.999565	no
XLOC_012108	XLOC_012108	PCYT2	chr17:79836304-79869340	hepg2_hr2	hepg2_hr3	OK	64.0329	62.8481	-0.026944	-0.109251	0.912	0.999565	no
XLOC_012109	XLOC_012109	MAFG,SIRT7	chr17:79869808-79889659	hepg2_hr2	hepg2_hr3	OK	26.6498	25.0471	-0.0894817	-0.378975	0.6976	0.999565	no
XLOC_012110	XLOC_012110	PYCR1	chr17:79890239-79895396	hepg2_hr2	hepg2_hr3	OK	134.69	131.828	-0.03098	-0.159915	0.86925	0.999565	no
XLOC_012111	XLOC_012111	MYADML2	chr17:79897520-79905109	hepg2_hr2	hepg2_hr3	NOTEST	0.040939	0.0162276	-1.33503	0	1	1	no
XLOC_012112	XLOC_012112	NOTUM	chr17:79910379-79921524	hepg2_hr2	hepg2_hr3	OK	101.463	94.4936	-0.102667	-0.530661	0.5855	0.999565	no
XLOC_012113	XLOC_012113	ASPSCR1	chr17:79935283-79976295	hepg2_hr2	hepg2_hr3	OK	3.34602	3.15096	-0.0866544	-0.179747	0.8528	0.999565	no
XLOC_012114	XLOC_012114	ASPSCR1	chr17:79935283-79976295	hepg2_hr2	hepg2_hr3	OK	2.96836	2.64201	-0.168033	-0.228789	0.8177	0.999565	no
XLOC_012115	XLOC_012115	STRA13	chr17:79976578-79992080	hepg2_hr2	hepg2_hr3	OK	49.1109	50.5156	0.0406844	0.135716	0.89155	0.999565	no
XLOC_012116	XLOC_012116	DCXR	chr17:79993753-79995608	hepg2_hr2	hepg2_hr3	OK	137.862	137.556	-0.00320473	-0.016242	0.98565	0.999565	no
XLOC_012117	XLOC_012117	RFNG	chr17:80005775-80025308	hepg2_hr2	hepg2_hr3	OK	35.5945	34.2855	-0.0540534	-0.138352	0.8823	0.999565	no
XLOC_012118	XLOC_012118	DUS1L	chr17:80005775-80025308	hepg2_hr2	hepg2_hr3	OK	41.354	40.718	-0.0223597	-0.0663297	0.9435	0.999565	no
XLOC_012119	XLOC_012119	CCDC57,FASN	chr17:80036008-80172604	hepg2_hr2	hepg2_hr3	OK	98.2978	91.3179	-0.106262	-0.497966	0.57935	0.999565	no
XLOC_012120	XLOC_012120	CSNK1D	chr17:80186292-80235719	hepg2_hr2	hepg2_hr3	OK	42.5468	41.1443	-0.0483605	-0.112919	0.9103	0.999565	no
XLOC_012121	XLOC_012121	CD7,SECTM1	chr17:80272724-80291994	hepg2_hr2	hepg2_hr3	OK	117.007	107.207	-0.126196	-0.619404	0.51695	0.999565	no
XLOC_012122	XLOC_012122	-	chr17:80306150-80315077	hepg2_hr2	hepg2_hr3	OK	0.595947	0.694606	0.221012	0.446493	0.65725	0.999565	no
XLOC_012123	XLOC_012123	-	chr17:80340795-80346688	hepg2_hr2	hepg2_hr3	NOTEST	4.30158e-07	0.0350991	16.3162	0	1	1	no
XLOC_012124	XLOC_012124	C17orf101	chr17:80347040-80408707	hepg2_hr2	hepg2_hr3	OK	13.6012	12.4039	-0.132939	-0.406766	0.68035	0.999565	no
XLOC_012125	XLOC_012125	C17orf62	chr17:80347040-80408707	hepg2_hr2	hepg2_hr3	OK	12.5681	12.5384	-0.00341976	-0.00954389	0.99145	0.999565	no
XLOC_012126	XLOC_012126	NARF	chr17:80415128-80448409	hepg2_hr2	hepg2_hr3	NOTEST	0.123251	0.333977	1.43814	0	1	1	no
XLOC_012127	XLOC_012127	WDR45L	chr17:80570034-80606529	hepg2_hr2	hepg2_hr3	OK	39.1888	37.5394	-0.0620345	-0.315314	0.75165	0.999565	no
XLOC_012128	XLOC_012128	RAB40B	chr17:80614813-80656598	hepg2_hr2	hepg2_hr3	OK	6.35632	6.81645	0.100829	0.414805	0.6779	0.999565	no
XLOC_012129	XLOC_012129	-	chr17:80661102-80662968	hepg2_hr2	hepg2_hr3	NOTEST	0.0474048	0	-inf	0	1	1	no
XLOC_012130	XLOC_012130	ZNF750	chr17:80709609-81018798	hepg2_hr2	hepg2_hr3	NOTEST	0.0552328	0.0647621	0.229625	0	1	1	no
XLOC_012131	XLOC_012131	B3GNTL1	chr17:80709609-81018798	hepg2_hr2	hepg2_hr3	OK	6.95898	6.29845	-0.143878	-0.251495	0.80135	0.999565	no
XLOC_012132	XLOC_012132	-	chr17:48607-54150	hepg2_hr2	hepg2_hr3	NOTEST	0.052301	0.119942	1.19742	0	1	1	no
XLOC_012133	XLOC_012133	-	chr17:54436-236118	hepg2_hr2	hepg2_hr3	OK	0.506641	0.731169	0.529241	0.457428	0.6466	0.999565	no
XLOC_012134	XLOC_012134	-	chr17:624030-625275	hepg2_hr2	hepg2_hr3	NOTEST	0.150138	0.130222	-0.205315	0	1	1	no
XLOC_012135	XLOC_012135	-	chr17:632845-634802	hepg2_hr2	hepg2_hr3	NOTEST	0.29279	0.285289	-0.0374405	0	1	1	no
XLOC_012136	XLOC_012136	-	chr17:1323985-1366448	hepg2_hr2	hepg2_hr3	NOTEST	0	0.222024	inf	0	1	1	no
XLOC_012137	XLOC_012137	RTN4RL1	chr17:1837970-1928178	hepg2_hr2	hepg2_hr3	OK	0.596588	0.548745	-0.1206	-0.264067	0.7889	0.999565	no
XLOC_012138	XLOC_012138	-	chr17:1954001-1955715	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0300656	inf	0	1	1	no
XLOC_012139	XLOC_012139	-	chr17:2625193-2626266	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0518447	inf	0	1	1	no
XLOC_012140	XLOC_012140	-	chr17:4168858-4170184	hepg2_hr2	hepg2_hr3	NOTEST	0.104667	0.120952	0.208636	0	1	1	no
XLOC_012141	XLOC_012141	-	chr17:6700271-6701065	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012142	XLOC_012142	-	chr17:6756894-6858241	hepg2_hr2	hepg2_hr3	OK	0.58215	0.945669	0.699945	0.909486	0.36355	0.999565	no
XLOC_012143	XLOC_012143	-	chr17:7004640-7029031	hepg2_hr2	hepg2_hr3	NOTEST	0.26925	0.414422	0.622155	0	1	1	no
XLOC_012144	XLOC_012144	-	chr17:7166613-7167113	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012145	XLOC_012145	-	chr17:7619010-7620410	hepg2_hr2	hepg2_hr3	NOTEST	0.0655564	0.0757112	0.20777	0	1	1	no
XLOC_012146	XLOC_012146	-	chr17:7737531-7759448	hepg2_hr2	hepg2_hr3	NOTEST	0.274572	0.356898	0.37833	0	1	1	no
XLOC_012147	XLOC_012147	-	chr17:7737531-7759448	hepg2_hr2	hepg2_hr3	OK	0.541685	0.399978	-0.437533	-0.217921	0.82295	0.999565	no
XLOC_012148	XLOC_012148	-	chr17:7759918-7786654	hepg2_hr2	hepg2_hr3	NOTEST	0.0118706	0.0680487	2.51917	0	1	1	no
XLOC_012149	XLOC_012149	-	chr17:7967641-7973322	hepg2_hr2	hepg2_hr3	NOTEST	0.247664	0.309025	0.319337	0	1	1	no
XLOC_012150	XLOC_012150	-	chr17:8029469-8029842	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012151	XLOC_012151	-	chr17:8102114-8102787	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012152	XLOC_012152	-	chr17:8268161-8269269	hepg2_hr2	hepg2_hr3	OK	0.516681	0.797954	0.627031	0.942868	0.34715	0.999565	no
XLOC_012153	XLOC_012153	-	chr17:8287990-8288912	hepg2_hr2	hepg2_hr3	NOTEST	0.0538038	0	-inf	0	1	1	no
XLOC_012154	XLOC_012154	-	chr17:8870115-8871993	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012155	XLOC_012155	-	chr17:13394973-13395847	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012156	XLOC_012156	-	chr17:13680054-13680666	hepg2_hr2	hepg2_hr3	NOTEST	0.368515	0.108225	-1.76769	0	1	1	no
XLOC_012157	XLOC_012157	-	chr17:14130275-14131395	hepg2_hr2	hepg2_hr3	NOTEST	0.0850179	0.0984598	0.211768	0	1	1	no
XLOC_012158	XLOC_012158	-	chr17:14131473-14133550	hepg2_hr2	hepg2_hr3	NOTEST	0.1055	0	-inf	0	1	1	no
XLOC_012159	XLOC_012159	-	chr17:14287496-14290890	hepg2_hr2	hepg2_hr3	OK	0.598195	0.772749	0.369383	0.986795	0.32	0.999565	no
XLOC_012160	XLOC_012160	-	chr17:14290989-14292005	hepg2_hr2	hepg2_hr3	OK	0.573325	1.10828	0.950903	1.49266	0.13905	0.999565	no
XLOC_012161	XLOC_012161	-	chr17:14292324-14293653	hepg2_hr2	hepg2_hr3	OK	0.556769	0.683595	0.296061	0.493446	0.6268	0.999565	no
XLOC_012162	XLOC_012162	-	chr17:14306974-14308097	hepg2_hr2	hepg2_hr3	OK	0.889858	0.637935	-0.480165	-0.78739	0.4332	0.999565	no
XLOC_012163	XLOC_012163	-	chr17:14329185-14332967	hepg2_hr2	hepg2_hr3	OK	0.556058	0.663791	0.255494	0.683917	0.4958	0.999565	no
XLOC_012164	XLOC_012164	-	chr17:14333252-14333932	hepg2_hr2	hepg2_hr3	OK	1.11552	1.1192	0.00475026	0.00711221	0.9301	0.999565	no
XLOC_012165	XLOC_012165	-	chr17:14337636-14402702	hepg2_hr2	hepg2_hr3	OK	0.677639	0.792229	0.225402	0.365579	0.7152	0.999565	no
XLOC_012166	XLOC_012166	-	chr17:14337636-14402702	hepg2_hr2	hepg2_hr3	OK	0.623332	0.835958	0.42343	0.96541	0.33035	0.999565	no
XLOC_012167	XLOC_012167	-	chr17:14402863-14404033	hepg2_hr2	hepg2_hr3	OK	0.605534	0.981183	0.696314	1.18039	0.24345	0.999565	no
XLOC_012168	XLOC_012168	-	chr17:14406214-14406919	hepg2_hr2	hepg2_hr3	OK	0.151817	0.887557	2.5475	1.77534	0.1573	0.999565	no
XLOC_012169	XLOC_012169	-	chr17:14410205-14415697	hepg2_hr2	hepg2_hr3	OK	0.497856	0.588176	0.240521	0.711028	0.47435	0.999565	no
XLOC_012170	XLOC_012170	-	chr17:14420431-14421540	hepg2_hr2	hepg2_hr3	OK	0.688169	0.597815	-0.203063	-0.312316	0.7556	0.999565	no
XLOC_012171	XLOC_012171	-	chr17:14421693-14422536	hepg2_hr2	hepg2_hr3	OK	1.08332	0.420317	-1.3659	-1.71929	0.10155	0.999565	no
XLOC_012172	XLOC_012172	-	chr17:14423719-14424550	hepg2_hr2	hepg2_hr3	OK	0.490305	0.927685	0.919955	1.20034	0.2437	0.999565	no
XLOC_012173	XLOC_012173	-	chr17:15484022-15486499	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012174	XLOC_012174	-	chr17:16120007-16256959	hepg2_hr2	hepg2_hr3	NOTEST	0.331602	0.298234	-0.153007	0	1	1	no
XLOC_012175	XLOC_012175	-	chr17:16916478-16918320	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012176	XLOC_012176	-	chr17:17109963-17110786	hepg2_hr2	hepg2_hr3	NOTEST	0.248188	0.289038	0.219829	0	1	1	no
XLOC_012177	XLOC_012177	-	chr17:17142841-17143681	hepg2_hr2	hepg2_hr3	NOTEST	0	0.422251	inf	0	1	1	no
XLOC_012178	XLOC_012178	-	chr17:17145017-17146285	hepg2_hr2	hepg2_hr3	NOTEST	0.11023	0.127449	0.209397	0	1	1	no
XLOC_012179	XLOC_012179	-	chr17:17286657-17286715	hepg2_hr2	hepg2_hr3	OK	6376.47	0	-inf	-nan	0.02045	0.999565	no
XLOC_012180	XLOC_012180	-	chr17:17348233-17349502	hepg2_hr2	hepg2_hr3	OK	1.138	1.10353	-0.044373	-0.0928903	0.9444	0.999565	no
XLOC_012181	XLOC_012181	-	chr17:19271138-19274265	hepg2_hr2	hepg2_hr3	NOTEST	0.095132	0.0780512	-0.285509	0	1	1	no
XLOC_012182	XLOC_012182	-	chr17:19295483-19296685	hepg2_hr2	hepg2_hr3	NOTEST	0.0391089	0	-inf	0	1	1	no
XLOC_012183	XLOC_012183	-	chr17:19494458-19496332	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012184	XLOC_012184	-	chr17:19518681-19519120	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012185	XLOC_012185	-	chr17:20744666-20747060	hepg2_hr2	hepg2_hr3	NOTEST	0.144666	0.0831897	-0.798247	0	1	1	no
XLOC_012186	XLOC_012186	-	chr17:20751283-20752323	hepg2_hr2	hepg2_hr3	OK	0.464487	0.269265	-0.78661	-0.869234	0.3942	0.999565	no
XLOC_012187	XLOC_012187	-	chr17:20753715-20754560	hepg2_hr2	hepg2_hr3	OK	0.060004	0.698395	3.54091	1.57787	0.04195	0.999565	no
XLOC_012188	XLOC_012188	-	chr17:20755176-20756389	hepg2_hr2	hepg2_hr3	OK	0.193468	0.49239	1.3477	1.4955	0.1586	0.999565	no
XLOC_012189	XLOC_012189	-	chr17:20889755-20892020	hepg2_hr2	hepg2_hr3	NOTEST	0.364806	0.353427	-0.0457184	0	1	1	no
XLOC_012190	XLOC_012190	-	chr17:21097022-21098802	hepg2_hr2	hepg2_hr3	NOTEST	0.175062	0.144095	-0.280842	0	1	1	no
XLOC_012191	XLOC_012191	-	chr17:21124624-21125684	hepg2_hr2	hepg2_hr3	NOTEST	0.136191	0.105235	-0.372006	0	1	1	no
XLOC_012192	XLOC_012192	-	chr17:21125831-21127213	hepg2_hr2	hepg2_hr3	NOTEST	0.0998033	0.268984	1.43036	0	1	1	no
XLOC_012193	XLOC_012193	-	chr17:21177598-21179160	hepg2_hr2	hepg2_hr3	NOTEST	0.260503	0.267135	0.0362725	0	1	1	no
XLOC_012194	XLOC_012194	-	chr17:22020692-22020884	hepg2_hr2	hepg2_hr3	OK	4.61421	10.6445	1.20595	1.14183	0.279	0.999565	no
XLOC_012195	XLOC_012195	-	chr17:22026766-22026820	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012196	XLOC_012196	-	chr17:26532087-26550167	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012197	XLOC_012197	-	chr17:27919057-27919575	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012198	XLOC_012198	-	chr17:27919697-27920366	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012199	XLOC_012199	-	chr17:28878175-28879483	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0409655	inf	0	1	1	no
XLOC_012200	XLOC_012200	-	chr17:29031597-29032597	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012201	XLOC_012201	-	chr17:29033465-29035376	hepg2_hr2	hepg2_hr3	NOTEST	0.0462394	0.0266278	-0.796188	0	1	1	no
XLOC_012202	XLOC_012202	-	chr17:29101199-29102821	hepg2_hr2	hepg2_hr3	OK	0.443889	0.511915	0.205705	0.336813	0.7407	0.999565	no
XLOC_012203	XLOC_012203	-	chr17:29103700-29105003	hepg2_hr2	hepg2_hr3	OK	0.391616	0.53494	0.449937	0.642228	0.5258	0.999565	no
XLOC_012204	XLOC_012204	-	chr17:29361512-29362668	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012205	XLOC_012205	-	chr17:29886295-29886972	hepg2_hr2	hepg2_hr3	NOTEST	0.0801579	0.187678	1.22734	0	1	1	no
XLOC_012206	XLOC_012206	-	chr17:29893860-29895063	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012207	XLOC_012207	-	chr17:30454579-30455382	hepg2_hr2	hepg2_hr3	NOTEST	0	0.14922	inf	0	1	1	no
XLOC_012208	XLOC_012208	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	OK	1.6721	1.80552	0.110755	0.0261909	0.86885	0.999565	no
XLOC_012209	XLOC_012209	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	OK	0.39904	0.496008	0.313832	0.0882639	0.79355	0.999565	no
XLOC_012210	XLOC_012210	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	OK	0.753006	0.202135	-1.89735	-0.328694	0.59145	0.999565	no
XLOC_012211	XLOC_012211	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	NOTEST	0.322721	0.300888	-0.101061	0	1	1	no
XLOC_012212	XLOC_012212	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	NOTEST	0.232397	0.234598	0.0135978	0	1	1	no
XLOC_012213	XLOC_012213	-	chr17:30676642-30735141	hepg2_hr2	hepg2_hr3	NOTEST	0.0379612	0.0878125	1.2099	0	1	1	no
XLOC_012214	XLOC_012214	-	chr17:30812953-30813523	hepg2_hr2	hepg2_hr3	NOTEST	0.101965	0.120119	0.23639	0	1	1	no
XLOC_012215	XLOC_012215	-	chr17:33254877-33335746	hepg2_hr2	hepg2_hr3	NOTEST	0.189276	0.131341	-0.527175	0	1	1	no
XLOC_012216	XLOC_012216	-	chr17:33254877-33335746	hepg2_hr2	hepg2_hr3	NOTEST	0.114286	0.315867	1.46667	0	1	1	no
XLOC_012217	XLOC_012217	-	chr17:33416591-33416947	hepg2_hr2	hepg2_hr3	OK	0.22173	0.539454	1.28269	0.518185	0.27605	0.999565	no
XLOC_012218	XLOC_012218	-	chr17:33700942-33701706	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012219	XLOC_012219	-	chr17:33730357-33732099	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012220	XLOC_012220	-	chr17:34300147-34301387	hepg2_hr2	hepg2_hr3	NOTEST	0	0.130841	inf	0	1	1	no
XLOC_012221	XLOC_012221	-	chr17:35284587-35286701	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012222	XLOC_012222	-	chr17:35289030-35301981	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012223	XLOC_012223	ARHGAP23	chr17:36584682-36668812	hepg2_hr2	hepg2_hr3	NOTEST	0.0235682	0	-inf	0	1	1	no
XLOC_012224	XLOC_012224	-	chr17:36776661-36777069	hepg2_hr2	hepg2_hr3	OK	0.691659	0.831098	0.264958	0.22185	0.8242	0.999565	no
XLOC_012225	XLOC_012225	PLXDC1	chr17:37213271-37307902	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012226	XLOC_012226	PLXDC1	chr17:37213271-37307902	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012227	XLOC_012227	-	chr17:37704369-37706324	hepg2_hr2	hepg2_hr3	NOTEST	0.135286	0.207718	0.618615	0	1	1	no
XLOC_012228	XLOC_012228	-	chr17:37706690-37723829	hepg2_hr2	hepg2_hr3	NOTEST	0.0307897	0.248773	3.01431	0	1	1	no
XLOC_012229	XLOC_012229	-	chr17:37706690-37723829	hepg2_hr2	hepg2_hr3	NOTEST	0.263089	0	-inf	0	1	1	no
XLOC_012230	XLOC_012230	-	chr17:37726068-37728982	hepg2_hr2	hepg2_hr3	NOTEST	0.0146478	0	-inf	0	1	1	no
XLOC_012231	XLOC_012231	-	chr17:38331932-38332707	hepg2_hr2	hepg2_hr3	OK	0.134051	0.859864	2.68132	1.88344	0.15355	0.999565	no
XLOC_012232	XLOC_012232	-	chr17:38462404-38463134	hepg2_hr2	hepg2_hr3	NOTEST	0.0724781	0.423305	2.54608	0	1	1	no
XLOC_012233	XLOC_012233	-	chr17:38704579-38705726	hepg2_hr2	hepg2_hr3	NOTEST	0.0413259	0.143531	1.79624	0	1	1	no
XLOC_012234	XLOC_012234	-	chr17:39071949-39072902	hepg2_hr2	hepg2_hr3	NOTEST	0.10331	0	-inf	0	1	1	no
XLOC_012235	XLOC_012235	KRT23	chr17:39077028-39077987	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012236	XLOC_012236	-	chr17:39685178-39689463	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012237	XLOC_012237	-	chr17:39692456-39693316	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012238	XLOC_012238	-	chr17:40086216-40086813	hepg2_hr2	hepg2_hr3	OK	0.5725	0.448774	-0.351286	-0.31917	0.74585	0.999565	no
XLOC_012239	XLOC_012239	-	chr17:40190257-40191015	hepg2_hr2	hepg2_hr3	NOTEST	0.275945	0.402507	0.544631	0	1	1	no
XLOC_012240	XLOC_012240	-	chr17:40202811-40206821	hepg2_hr2	hepg2_hr3	OK	0.491604	0.660203	0.425412	1.13195	0.26085	0.999565	no
XLOC_012241	XLOC_012241	-	chr17:40207167-40208896	hepg2_hr2	hepg2_hr3	OK	0.542442	0.595459	0.134532	0.246515	0.80525	0.999565	no
XLOC_012242	XLOC_012242	-	chr17:40712258-40713011	hepg2_hr2	hepg2_hr3	OK	0.487094	0.812139	0.737525	0.875105	0.37725	0.999565	no
XLOC_012243	XLOC_012243	-	chr17:41308960-41311028	hepg2_hr2	hepg2_hr3	OK	0.466408	0.512484	0.135913	0.254968	0.8083	0.999565	no
XLOC_012244	XLOC_012244	-	chr17:41440101-41442404	hepg2_hr2	hepg2_hr3	OK	0.829716	1.23646	0.575527	1.5152	0.13055	0.999565	no
XLOC_012245	XLOC_012245	-	chr17:41820243-41820689	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012246	XLOC_012246	-	chr17:42087616-42104002	hepg2_hr2	hepg2_hr3	NOTEST	0.0993423	0.115284	0.214718	0	1	1	no
XLOC_012247	XLOC_012247	-	chr17:42105347-42108837	hepg2_hr2	hepg2_hr3	OK	0.738179	0.694705	-0.0875707	-0.242001	0.8035	0.999565	no
XLOC_012248	XLOC_012248	-	chr17:42304341-42305096	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012249	XLOC_012249	-	chr17:42871197-42872460	hepg2_hr2	hepg2_hr3	NOTEST	0	0.0426805	inf	0	1	1	no
XLOC_012250	XLOC_012250	-	chr17:43622587-43664000	hepg2_hr2	hepg2_hr3	NOTEST	0.146577	0.338922	1.20929	0	1	1	no
XLOC_012251	XLOC_012251	MAPT	chr17:43920721-44105851	hepg2_hr2	hepg2_hr3	OK	0.841595	0.980306	0.220107	0.489736	0.6266	0.999565	no
XLOC_012252	XLOC_012252	-	chr17:44337192-44337825	hepg2_hr2	hepg2_hr3	NOTEST	0	0	0	0	1	1	no
XLOC_012253	XLOC_012253	-	chr17:44344361-44345032	hepg2_hr2	hepg2_hr3	OK	0.973573	0.570029	-0.772255	-0.910508	0.3549	0.999565	no
XLOC_012254	XLOC_012254	-	chr17:44578698-44580455	hepg2_hr2	hepg2_hr3	NOTEST	0.0761186	0.146208	0.9417	0	1	1	no
XLOC_012255	XLOC_012255	-	chr17:44995964-44996960	hepg2_hr2	hepg2_hr3	NOTEST	0.0489435	0.056786	0.214418	0	1	1	no
XLOC_012256	XLOC_012256	-	chr17:45000358-45044591	hepg2_hr2	hepg2_hr3	OK	0.861373	0.746781	-0.205953	-0.103008	0.9048	0.999565	no
